SubjectID,CaseID,ImageName,dice_hybrid,iou_hybrid,dice_unet,iou_unet
patient005,patient005_case01,IGM_patient011_0059.jpg,8.130081234714787e-09,8.130081234714787e-09,9.090909008264463e-09,9.090909008264463e-09
patient005,patient005_case01,IGM_patient011_0060.jpg,6.666666622222223e-09,6.666666622222223e-09,0.6180555568817515,0.4472361836822302
patient005,patient005_case01,IGM_patient011_0061.jpg,6.369426711022759e-09,6.369426711022759e-09,0.754601227746622,0.6059113319905846
patient005,patient005_case01,IGM_patient011_0062.jpg,9.090909008264463e-09,9.090909008264463e-09,0.6981132089711641,0.5362318874186095
patient005,patient005_case01,IGM_patient011_0063.jpg,1.0989010868252628e-08,1.0989010868252628e-08,0.5500000028124999,0.379310350178359
patient005,patient005_case01,IGM_patient011_0064.jpg,1.0752688056422711e-08,1.0752688056422711e-08,0.5342465785325576,0.3644859872477945
patient005,patient005_case01,IGM_patient011_0065.jpg,1.3888888695987657e-08,1.3888888695987657e-08,0.4140350897753154,0.2610619501722922
patient005,patient005_case01,IGM_patient011_0066.jpg,1.5873015621063245e-08,1.5873015621063245e-08,3.787878773530762e-09,3.787878773530762e-09
patient008,patient008_case01,IGM_patient013_0079.jpg,0.0750000115624998,0.0389610514420642,9.615384522928995e-09,9.615384522928995e-09
patient008,patient008_case01,IGM_patient013_0080.jpg,0.2376237661503774,0.1348314655346547,3.7174721051395083e-09,3.7174721051395083e-09
patient008,patient008_case01,IGM_patient013_0081.jpg,0.2857142899659863,0.1666666724537036,4.566210024811826e-09,4.566210024811826e-09
patient008,patient008_case01,IGM_patient013_0082.jpg,0.2234042594499773,0.1257485082290508,4.184100400903345e-09,4.184100400903345e-09
patient008,patient008_case01,IGM_patient013_0083.jpg,0.0178571516262754,0.0090090179368556,1.1904761763038553e-08,1.1904761763038553e-08
patient014,patient014_case01,IBC_patient016_0135.jpg,0.4153577671634245,0.2621145390702323,0.6369863026130606,0.4673366860937855
patient014,patient014_case01,IBC_patient016_0136.jpg,0.505555556242284,0.3382899640552231,0.6498951789310373,0.4813664612379923
patient014,patient014_case01,IBC_patient016_0137.jpg,0.465422613100524,0.303290415875121,0.6920415230241496,0.5291005303462949
patient014,patient014_case01,IBC_patient016_0138.jpg,0.4086021511157359,0.2567567576698319,0.59907834162968,0.4276315802025623
patient014,patient014_case01,IBC_patient016_0139.jpg,0.4349315073331065,0.2778993443349022,0.5517241384462941,0.3809523819349962
patient014,patient014_case01,IBC_patient016_0140.jpg,0.4153191494337709,0.2620837816733793,0.5317286657202094,0.3621460516212428
patient014,patient014_case01,IBC_patient016_0141.jpg,0.4260789720605335,0.2707117861485276,0.4977064225943733,0.3312977109445836
patient014,patient014_case01,IBC_patient016_0142.jpg,0.4169811326254894,0.2634088209017773,0.4244186052088966,0.2693726946256178
patient014,patient014_case01,IBC_patient016_0143.jpg,0.3440860220931128,0.2077922086495755,0.3627730300448499,0.2215777271211395
